,SUBZONE_N,0,1,176,73,131,129,127,37,163,87,15,68,69,52,100,33,128,53,45,146,136,79
72,PANG SUA,8049.0,9193.0,7838.0,27568.0,33503.0,15434.0,12971.0,20847.0,31361.0,12865.0,16109.0,19539.0,18209.0,22340.0,16151.0,34093.0,45611.0,6992.0,8926.0,40321.0,34067.0,19925.0
73,VICTORIA,18533.0,26976.0,10781.0,14309.0,12771.0,3523.0,22649.0,6713.0,7709.0,14736.0,19646.0,5076.0,21746.0,6745.0,19688.0,19696.0,18421.0,17636.0,11732.0,16669.0,10415.0,8244.0
74,TELOK BLANGAH WAY,16572.0,29551.0,12381.0,19004.0,17467.0,10875.0,27851.0,1510.0,13595.0,10136.0,24848.0,9936.0,26948.0,728.0,24890.0,28726.0,26877.0,25055.0,14254.0,22555.0,16301.0,2071.0
75,DEPOT ROAD,13407.0,28584.0,11121.0,22731.0,21193.0,15051.0,26750.0,3576.0,15819.0,10334.0,23747.0,14344.0,24368.0,2294.0,23789.0,28103.0,28364.0,24088.0,11481.0,24779.0,18525.0,1981.0
76,PAYA LEBAR,23838.0,23068.0,18171.0,10271.0,8734.0,11885.0,20149.0,13948.0,3772.0,19553.0,17146.0,3072.0,19246.0,11789.0,17188.0,10947.0,14374.0,25026.0,19122.0,12622.0,6368.0,15479.0
77,TIONG BAHRU,15699.0,28624.0,12449.0,18259.0,16722.0,5311.0,28156.0,1073.0,15098.0,9209.0,25154.0,8811.0,27254.0,2817.0,25196.0,25689.0,25950.0,24128.0,13327.0,23820.0,17766.0,2718.0
78,KAMPONG TIONG BAHRU,16186.0,29111.0,12218.0,17551.0,16014.0,7058.0,28643.0,1217.0,12257.0,9696.0,25641.0,9109.0,27741.0,1305.0,25683.0,26176.0,26437.0,24615.0,13814.0,21217.0,14963.0,2083.0
79,DOVER,9983.0,22908.0,6042.0,21537.0,20000.0,9276.0,26686.0,8116.0,19994.0,5658.0,29824.0,17400.0,31924.0,9375.0,29866.0,32619.0,32880.0,18412.0,8866.0,28955.0,22701.0,7194.0
80,WOODGROVE,13875.0,1697.0,15434.0,19923.0,27718.0,25313.0,7186.0,26674.0,27713.0,18692.0,10324.0,23982.0,12424.0,28167.0,10366.0,22900.0,26874.0,13404.0,14846.0,27884.0,30420.0,25752.0
81,SEMBAWANG CENTRAL,19053.0,5534.0,26655.0,15804.0,21738.0,19334.0,694.0,31851.0,21733.0,23869.0,4345.0,21746.0,6445.0,27868.0,4387.0,22329.0,25362.0,18581.0,26194.0,30694.0,24440.0,30929.0
